# E[GeV]  cos_zenith  Pee  Pemu  Petau  Pmue  Pmumu  Pmutau  Ptaue  Ptaumu  Ptautau
4.080970e+00  -8.571429e-01  8.339842e-01  9.272652e-02  7.328928e-02  9.872519e-02  1.226148e-02  8.890133e-01  6.729061e-02  8.950120e-01  3.769740e-02
4.116405e+00  -8.571429e-01  8.499342e-01  8.387552e-02  6.619024e-02  8.941449e-02  2.161230e-02  8.889732e-01  6.065126e-02  8.945122e-01  4.483655e-02
4.152148e+00  -8.571429e-01  8.653604e-01  7.530909e-02  5.933054e-02  8.038661e-02  3.757643e-02  8.820370e-01  5.425302e-02  8.871145e-01  5.863250e-02
4.188201e+00  -8.571429e-01  8.801642e-01  6.708200e-02  5.275378e-02  7.170162e-02  5.989044e-02  8.684079e-01  4.813416e-02  8.730276e-01  7.883828e-02
4.224567e+00  -8.571429e-01  8.942598e-01  5.924230e-02  4.649790e-02  6.341235e-02  8.819550e-02  8.483921e-01  4.232786e-02  8.525622e-01  1.051100e-01
4.261249e+00  -8.571429e-01  9.075738e-01  5.183110e-02  4.059507e-02  5.556416e-02  1.220464e-01  8.223894e-01  3.686201e-02  8.261225e-01  1.370155e-01
4.298249e+00  -8.571429e-01  9.200460e-01  4.488238e-02  3.507157e-02  4.819476e-02  1.609218e-01  7.908834e-01  3.175919e-02  7.941958e-01  1.740450e-01
4.335571e+00  -8.571429e-01  9.316290e-01  3.842311e-02  2.994790e-02  4.133425e-02  2.042350e-01  7.544308e-01  2.703676e-02  7.573419e-01  2.156213e-01
4.373217e+00  -8.571429e-01  9.422879e-01  3.247326e-02  2.523887e-02  3.500524e-02  2.513457e-01  7.136491e-01  2.270689e-02  7.161811e-01  2.611120e-01
4.411189e+00  -8.571429e-01  9.520001e-01  2.704607e-02  2.095383e-02  2.922306e-02  3.015719e-01  6.692050e-01  1.877684e-02  6.713820e-01  3.098412e-01
4.449492e+00  -8.571429e-01  9.607547e-01  2.214832e-02  1.709694e-02  2.399607e-02  3.542023e-01  6.218016e-01  1.524919e-02  6.236494e-01  3.611014e-01
4.488126e+00  -8.571429e-01  9.685518e-01  1.778074e-02  1.366747e-02  1.932611e-02  4.085078e-01  5.721661e-01  1.212210e-02  5.737115e-01  4.141664e-01
4.527097e+00  -8.571429e-01  9.754014e-01  1.393840e-02  1.066023e-02  1.520892e-02  4.637534e-01  5.210377e-01  9.389707e-03  5.223082e-01  4.683021e-01
4.566405e+00  -8.571429e-01  9.813229e-01  1.061120e-02  8.065920e-03  1.163467e-02  5.192096e-01  4.691558e-01  7.042450e-03  4.701792e-01  5.227783e-01
4.606055e+00  -8.571429e-01  9.863440e-01  7.784387e-03  5.871594e-03  8.588481e-03  5.741625e-01  4.172491e-01  5.067500e-03  4.180532e-01  5.768793e-01
4.646050e+00  -8.571429e-01  9.904998e-01  5.439109e-03  4.061100e-03  6.051065e-03  6.279238e-01  3.660251e-01  3.449144e-03  3.666371e-01  6.299138e-01
4.686391e+00  -8.571429e-01  9.938315e-01  3.552934e-03  2.615531e-03  3.999254e-03  6.798398e-01  3.161609e-01  2.169210e-03  3.166072e-01  6.812235e-01
4.727083e+00  -8.571429e-01  9.963859e-01  2.100417e-03  1.513672e-03  2.406621e-03  7.292987e-01  2.682946e-01  1.207468e-03  2.686008e-01  7.301917e-01
4.768128e+00  -8.571429e-01  9.982139e-01  1.053647e-03  7.324525e-04  1.244057e-03  7.757379e-01  2.230180e-01  5.420428e-04  2.232084e-01  7.762495e-01
4.809530e+00  -8.571429e-01  9.993699e-01  3.827720e-04  2.473665e-04  4.803404e-04  8.186494e-01  1.808703e-01  1.497981e-04  1.809679e-01  8.188823e-01
4.851291e+00  -8.571429e-01  9.999106e-01  5.651401e-05  3.288669e-05  8.268746e-05  8.575843e-01  1.423330e-01  6.713232e-06  1.423592e-01  8.576341e-01
4.893415e+00  -8.571429e-01  9.998945e-01  4.265112e-05  6.284828e-05  1.726634e-05  8.921566e-01  1.078262e-01  8.823306e-05  1.078008e-01  8.921110e-01
4.935904e+00  -8.571429e-01  9.993807e-01  3.084706e-04  3.108081e-04  2.496837e-04  9.220453e-01  7.770507e-02  3.695949e-04  7.764628e-02  9.219841e-01
4.978762e+00  -8.571429e-01  9.984284e-01  8.211866e-04  7.503737e-04  7.454317e-04  9.469958e-01  5.225880e-02  8.261286e-04  5.218305e-02  9.469908e-01
5.021993e+00  -8.571429e-01  9.970962e-01  1.548321e-03  1.355501e-03  1.470295e-03  9.668203e-01  3.170944e-02  1.433527e-03  3.163142e-02  9.669351e-01
5.065599e+00  -8.571429e-01  9.954412e-01  2.458045e-03  2.100759e-03  2.390715e-03  9.813971e-01  1.621222e-02  2.168089e-03  1.614489e-02  9.816870e-01
5.109583e+00  -8.571429e-01  9.935190e-01  3.519480e-03  2.961563e-03  3.474114e-03  9.906692e-01  5.856690e-03  3.006928e-03  5.811324e-03  9.911817e-01
5.153950e+00  -8.571429e-01  9.913827e-01  4.702958e-03  3.914374e-03  4.689174e-03  9.946421e-01  6.686812e-04  3.928158e-03  6.548971e-04  9.954169e-01
5.198701e+00  -8.571429e-01  9.890829e-01  5.980247e-03  4.936867e-03  6.006072e-03  9.933810e-01  6.129647e-04  4.911042e-03  6.387904e-04  9.944502e-01
5.243842e+00  -8.571429e-01  9.866672e-01  7.324727e-03  6.008065e-03  7.396678e-03  9.870067e-01  5.596580e-03  5.936114e-03  5.668531e-03  9.883954e-01
5.289374e+00  -8.571429e-01  9.841800e-01  8.711543e-03  7.108448e-03  8.834709e-03  9.756926e-01  1.547270e-02  6.985283e-03  1.559587e-02  9.774189e-01
5.335301e+00  -8.571429e-01  9.816623e-01  1.011771e-02  8.220029e-03  1.029584e-02  9.596592e-01  3.004496e-02  8.041893e-03  3.022310e-02  9.617350e-01
5.381628e+00  -8.571429e-01  9.791514e-01  1.152219e-02  9.326409e-03  1.175782e-02  9.391701e-01  4.907212e-02  9.090778e-03  4.930775e-02  9.416015e-01
5.428356e+00  -8.571429e-01  9.766813e-01  1.290593e-02  1.041281e-02  1.320046e-02  9.145265e-01  7.227303e-02  1.011828e-02  7.256755e-02  9.173142e-01
5.475490e+00  -8.571429e-01  9.742820e-01  1.425192e-02  1.146606e-02  1.460571e-02  8.860625e-01  9.933176e-02  1.111227e-02  9.968555e-02  8.892022e-01
5.523034e+00  -8.571429e-01  9.719803e-01  1.554512e-02  1.247460e-02  1.595763e-02  8.541395e-01  1.299029e-01  1.206210e-02  1.303154e-01  8.576225e-01
5.570990e+00  -8.571429e-01  9.697990e-01  1.677249e-02  1.342848e-02  1.724236e-02  8.191410e-01  1.636166e-01  1.295860e-02  1.640865e-01  8.229549e-01
5.619363e+00  -8.571429e-01  9.677579e-01  1.792290e-02  1.431923e-02  1.844808e-02  7.814677e-01  2.000842e-01  1.379405e-02  2.006094e-01  7.855966e-01
5.668156e+00  -8.571429e-01  9.658730e-01  1.898709e-02  1.513990e-02  1.956490e-02  7.415321e-01  2.389030e-01  1.456208e-02  2.394808e-01  7.459571e-01
5.717373e+00  -8.571429e-01  9.641575e-01  1.995757e-02  1.588491e-02  2.058484e-02  6.997540e-01  2.796612e-01  1.525763e-02  2.802885e-01  7.044539e-01
5.767016e+00  -8.571429e-01  9.626214e-01  2.082855e-02  1.655002e-02  2.150168e-02  6.565553e-01  3.219430e-01  1.587689e-02  3.226162e-01  6.615070e-01
5.817091e+00  -8.571429e-01  9.612719e-01  2.159581e-02  1.713224e-02  2.231087e-02  6.123563e-01  3.653328e-01  1.641719e-02  3.660479e-01  6.175350e-01
5.867601e+00  -8.571429e-01  9.601137e-01  2.225661e-02  1.762972e-02  2.300940e-02  5.675712e-01  4.094194e-01  1.687693e-02  4.101722e-01  5.729509e-01
5.918549e+00  -8.571429e-01  9.591488e-01  2.280956e-02  1.804167e-02  2.359573e-02  5.226043e-01  4.538000e-01  1.725550e-02  4.545861e-01  5.281583e-01
5.969940e+00  -8.571429e-01  9.583772e-01  2.325454e-02  1.836826e-02  2.406960e-02  4.778467e-01  4.980837e-01  1.755320e-02  4.988988e-01  4.835480e-01
6.021777e+00  -8.571429e-01  9.577970e-01  2.359251e-02  1.861053e-02  2.443195e-02  4.336732e-01  5.418948e-01  1.777109e-02  5.427343e-01  4.394946e-01
6.074064e+00  -8.571429e-01  9.574042e-01  2.382546e-02  1.877029e-02  2.468476e-02  3.904397e-01  5.848755e-01  1.791100e-02  5.857348e-01  3.963542e-01
6.126805e+00  -8.571429e-01  9.571937e-01  2.395628e-02  1.885003e-02  2.483096e-02  3.484806e-01  6.266884e-01  1.797534e-02  6.275631e-01  3.544616e-01
6.180004e+00  -8.571429e-01  9.571586e-01  2.398859e-02  1.885281e-02  2.487430e-02  3.081071e-01  6.670186e-01  1.796710e-02  6.679043e-01  3.141286e-01
6.233665e+00  -8.571429e-01  9.572911e-01  2.392671e-02  1.878221e-02  2.481922e-02  2.696053e-01  7.055755e-01  1.788970e-02  7.064680e-01  2.756423e-01
6.287791e+00  -8.571429e-01  9.575823e-01  2.377550e-02  1.864221e-02  2.467075e-02  2.332351e-01  7.420942e-01  1.774696e-02  7.429894e-01  2.392636e-01
6.342388e+00  -8.571429e-01  9.580226e-01  2.354026e-02  1.843714e-02  2.443439e-02  1.992293e-01  7.763363e-01  1.754300e-02  7.772305e-01  2.052265e-01
6.397459e+00  -8.571429e-01  9.586018e-01  2.322666e-02  1.817156e-02  2.411603e-02  1.677929e-01  8.080911e-01  1.728219e-02  8.089805e-01  1.737374e-01
6.453008e+00  -8.571429e-01  9.593091e-01  2.284065e-02  1.785026e-02  2.372185e-02  1.391027e-01  8.371754e-01  1.696906e-02  8.380566e-01  1.449743e-01
6.509039e+00  -8.571429e-01  9.601335e-01  2.238834e-02  1.747812e-02  2.325820e-02  1.133075e-01  8.634343e-01  1.660826e-02  8.643042e-01  1.190876e-01
6.565557e+00  -8.571429e-01  9.610639e-01  2.187597e-02  1.706011e-02  2.273159e-02  9.052796e-02  8.867405e-01  1.620450e-02  8.875961e-01  9.619944e-02
6.622566e+00  -8.571429e-01  9.620890e-01  2.130982e-02  1.660121e-02  2.214855e-02  7.085747e-02  9.069940e-01  1.576248e-02  9.078327e-01  7.640480e-02
6.680069e+00  -8.571429e-01  9.631975e-01  2.069612e-02  1.610636e-02  2.151558e-02  5.436253e-02  9.241219e-01  1.528690e-02  9.249413e-01  5.977176e-02
6.738072e+00  -8.571429e-01  9.643785e-01  2.004107e-02  1.558042e-02  2.083914e-02  4.108376e-02  9.380771e-01  1.478235e-02  9.388752e-01  4.634248e-02
6.796579e+00  -8.571429e-01  9.656211e-01  1.935070e-02  1.502816e-02  2.012553e-02  3.103687e-02  9.488376e-01  1.425333e-02  9.496124e-01  3.613424e-02
6.855593e+00  -8.571429e-01  9.669149e-01  1.863089e-02  1.445417e-02  1.938088e-02  2.421389e-02  9.564052e-01  1.370419e-02  9.571552e-01  2.914059e-02
6.915120e+00  -8.571429e-01  9.682498e-01  1.788733e-02  1.386290e-02  1.861111e-02  2.058446e-02  9.608044e-01  1.313912e-02  9.615282e-01  2.533266e-02
6.975164e+00  -8.571429e-01  9.696160e-01  1.712543e-02  1.325858e-02  1.782189e-02  2.009722e-02  9.620809e-01  1.256212e-02  9.627773e-01  2.466054e-02
7.035730e+00  -8.571429e-01  9.710044e-01  1.635038e-02  1.264522e-02  1.701863e-02  2.268136e-02  9.603000e-01  1.197697e-02  9.609683e-01  2.705477e-02
7.096821e+00  -8.571429e-01  9.724063e-01  1.556706e-02  1.202663e-02  1.620643e-02  2.824809e-02  9.555455e-01  1.138726e-02  9.561849e-01  3.242789e-02
7.158442e+00  -8.571429e-01  9.738136e-01  1.478007e-02  1.140635e-02  1.539009e-02  3.669229e-02  9.479176e-01  1.079634e-02  9.485276e-01  4.067603e-02
7.220599e+00  -8.571429e-01  9.752186e-01  1.399368e-02  1.078768e-02  1.457407e-02  4.789414e-02  9.375318e-01  1.020729e-02  9.381122e-01  5.168052e-02
7.283295e+00  -8.571429e-01  9.766145e-01  1.321185e-02  1.017367e-02  1.376251e-02  6.172069e-02  9.245168e-01  9.623008e-03  9.250675e-01  6.530954e-02
7.346536e+00  -8.571429e-01  9.779947e-01  1.243823e-02  9.567102e-03  1.295923e-02  7.802756e-02  9.090132e-01  9.046102e-03  9.095342e-01  8.141968e-02
7.410326e+00  -8.571429e-01  9.793534e-01  1.167612e-02  8.970515e-03  1.216768e-02  9.666046e-02  8.911719e-01  8.478957e-03  8.916634e-01  9.985763e-02
7.474669e+00  -8.571429e-01  9.806853e-01  1.092854e-02  8.386188e-03  1.139101e-02  1.174569e-01  8.711521e-01  7.923717e-03  8.716146e-01  1.204617e-01
7.539572e+00  -8.571429e-01  9.819857e-01  1.019815e-02  7.816154e-03  1.063201e-02  1.402474e-01  8.491206e-01  7.382290e-03  8.495544e-01  1.430633e-01
7.605038e+00  -8.571429e-01  9.832505e-01  9.487337e-03  7.262203e-03  9.893185e-03  1.648575e-01  8.252493e-01  6.856355e-03  8.256551e-01  1.674885e-01
7.671072e+00  -8.571429e-01  9.844759e-01  8.798174e-03  6.725893e-03  9.176695e-03  1.911088e-01  7.997145e-01  6.347371e-03  8.000931e-01  1.935596e-01
7.737680e+00  -8.571429e-01  9.856590e-01  8.132448e-03  6.208553e-03  8.484417e-03  2.188202e-01  7.726954e-01  5.856584e-03  7.730474e-01  2.210960e-01
7.804866e+00  -8.571429e-01  9.867970e-01  7.491671e-03  5.711301e-03  7.817938e-03  2.478095e-01  7.443726e-01  5.385034e-03  7.446988e-01  2.499161e-01
7.872636e+00  -8.571429e-01  9.878879e-01  6.877092e-03  5.235048e-03  7.178568e-03  2.778946e-01  7.149268e-01  4.933571e-03  7.152283e-01  2.798381e-01
7.940994e+00  -8.571429e-01  9.889298e-01  6.289710e-03  4.780513e-03  6.567361e-03  3.088944e-01  6.845382e-01  4.502863e-03  6.848159e-01  3.106812e-01
8.009945e+00  -8.571429e-01  9.899215e-01  5.730293e-03  4.348233e-03  5.985123e-03  3.406299e-01  6.533850e-01  4.093403e-03  6.536398e-01  3.422668e-01
8.079495e+00  -8.571429e-01  9.908620e-01  5.199386e-03  3.938577e-03  5.432434e-03  3.729254e-01  6.216422e-01  3.705528e-03  6.218752e-01  3.744192e-01
8.149649e+00  -8.571429e-01  9.917509e-01  4.697332e-03  3.551756e-03  4.909661e-03  4.056090e-01  5.894814e-01  3.339427e-03  5.896937e-01  4.069669e-01
8.220413e+00  -8.571429e-01  9.925879e-01  4.224285e-03  3.187837e-03  4.416972e-03  4.385136e-01  5.570694e-01  2.995150e-03  5.572621e-01  4.397427e-01
8.291790e+00  -8.571429e-01  9.933730e-01  3.780226e-03  2.846754e-03  3.954357e-03  4.714778e-01  5.245679e-01  2.672623e-03  5.247420e-01  4.725854e-01
8.363788e+00  -8.571429e-01  9.941067e-01  3.364978e-03  2.528320e-03  3.521639e-03  5.043461e-01  4.921323e-01  2.371659e-03  4.922889e-01  5.053394e-01
8.436410e+00  -8.571429e-01  9.947895e-01  2.978222e-03  2.232242e-03  3.118495e-03  5.369698e-01  4.599117e-01  2.091969e-03  4.600520e-01  5.378560e-01
8.509664e+00  -8.571429e-01  9.954224e-01  2.619508e-03  1.958125e-03  2.744463e-03  5.692072e-01  4.280484e-01  1.833170e-03  4.281733e-01  5.699935e-01
8.583553e+00  -8.571429e-01  9.960062e-01  2.288272e-03  1.705492e-03  2.398965e-03  6.009242e-01  3.966768e-01  1.594799e-03  3.967875e-01  6.016177e-01
8.658084e+00  -8.571429e-01  9.965424e-01  1.983852e-03  1.473786e-03  2.081315e-03  6.319946e-01  3.659240e-01  1.376323e-03  3.660215e-01  6.326022e-01
8.733262e+00  -8.571429e-01  9.970321e-01  1.705493e-03  1.262388e-03  1.790738e-03  6.623003e-01  3.359090e-01  1.177143e-03  3.359942e-01  6.628286e-01
8.809092e+00  -8.571429e-01  9.974770e-01  1.452368e-03  1.070621e-03  1.526377e-03  6.917313e-01  3.067423e-01  9.966119e-04  3.068163e-01  6.921871e-01
8.885582e+00  -8.571429e-01  9.978787e-01  1.223583e-03  8.977591e-04  1.287307e-03  7.201862e-01  2.785265e-01  8.340348e-04  2.785902e-01  7.205757e-01
8.962735e+00  -8.571429e-01  9.982388e-01  1.018193e-03  7.430407e-04  1.072552e-03  7.475720e-01  2.513555e-01  6.886823e-04  2.514098e-01  7.479015e-01
9.040558e+00  -8.571429e-01  9.985591e-01  8.352089e-04  6.056716e-04  8.810849e-04  7.738042e-01  2.253148e-01  5.597956e-04  2.253606e-01  7.740796e-01
9.119057e+00  -8.571429e-01  9.988416e-01  6.736079e-04  4.848348e-04  7.118485e-04  7.988067e-01  2.004815e-01  4.465942e-04  2.005197e-01  7.990337e-01
9.198238e+00  -8.571429e-01  9.990880e-01  5.323434e-04  3.796963e-04  5.637574e-04  8.225118e-01  1.769244e-01  3.482822e-04  1.769558e-01  8.226959e-01
9.278106e+00  -8.571429e-01  9.993002e-01  4.103520e-04  2.894120e-04  4.357095e-04  8.448602e-01  1.547041e-01  2.640546e-04  1.547294e-01  8.450065e-01
9.358667e+00  -8.571429e-01  9.994803e-01  3.065620e-04  2.131333e-04  3.265934e-04  8.658005e-01  1.338729e-01  1.931019e-04  1.338929e-01  8.659140e-01
9.439929e+00  -8.571429e-01  9.996301e-01  2.198992e-04  1.500119e-04  2.352953e-04  8.852893e-01  1.144754e-01  1.346159e-04  1.144908e-01  8.853746e-01
9.521895e+00  -8.571429e-01  9.997515e-01  1.492941e-04  9.920529e-05  1.607057e-04  9.032907e-01  9.654859e-02  8.779369e-05  9.656000e-02  9.033522e-01
9.604574e+00  -8.571429e-01  9.998464e-01  9.368672e-05  5.988017e-05  1.017251e-04  9.197765e-01  8.012178e-02  5.184176e-05  8.012982e-02  9.198183e-01
9.687970e+00  -8.571429e-01  9.999168e-01  5.203217e-05  3.121675e-05  5.726942e-05  9.347255e-01  6.521726e-02  2.597950e-05  6.522250e-02  9.347515e-01
9.772091e+00  -8.571429e-01  9.999643e-01  2.330467e-05  1.241186e-05  2.627412e-05  9.481233e-01  5.185043e-02  9.442407e-06  5.185340e-02  9.481372e-01
9.856941e+00  -8.571429e-01  9.999908e-01  6.501622e-06  2.681841e-06  7.698708e-06  9.599622e-01  4.003005e-02  1.484755e-06  4.003125e-02  9.599673e-01
9.942529e+00  -8.571429e-01  9.999981e-01  6.469008e-07  1.265111e-06  5.300359e-07  9.702408e-01  2.975868e-02  1.381976e-06  2.975856e-02  9.702401e-01
1.002886e+01  -8.571429e-01  9.999878e-01  4.793761e-06  7.424228e-06  3.785336e-06  9.789633e-01  2.103288e-02  8.432653e-06  2.103187e-02  9.789597e-01
1.011594e+01  -8.571429e-01  9.999615e-01  1.802726e-05  2.044769e-05  1.651475e-05  9.861398e-01  1.384364e-02  2.196019e-05  1.384213e-02  9.861359e-01
1.020378e+01  -8.571429e-01  9.999209e-01  3.946624e-05  3.965138e-05  3.780343e-05  9.917855e-01  8.176676e-03  4.131419e-05  8.175014e-03  9.917837e-01
1.029238e+01  -8.571429e-01  9.998674e-01  6.826499e-05  6.437970e-05  6.677320e-05  9.959204e-01  4.012778e-03  6.587149e-05  4.011286e-03  9.959228e-01
1.038174e+01  -8.571429e-01  9.998024e-01  1.036145e-04  9.400647e-05  1.025839e-04  9.985693e-01  1.328160e-03  9.503704e-05  1.327129e-03  9.985778e-01
1.047189e+01  -8.571429e-01  9.997273e-01  1.447431e-04  1.279355e-04  1.444343e-04  9.997608e-01  9.480311e-05  1.282444e-04  9.449422e-05  9.997773e-01
1.056282e+01  -8.571429e-01  9.996435e-01  1.909178e-04  1.656011e-04  1.915627e-04  9.995276e-01  2.807948e-04  1.649562e-04  2.814397e-04  9.995536e-01
1.065453e+01  -8.571429e-01  9.995521e-01  2.414437e-04  2.064679e-04  2.432475e-04  9.979061e-01  1.850666e-03  2.046641e-04  1.852470e-03  9.979429e-01
1.074705e+01  -8.571429e-01  9.994543e-01  2.956647e-04  2.500314e-04  2.988071e-04  9.949355e-01  4.765722e-03  2.468891e-04  4.768865e-03  9.949842e-01
1.084036e+01  -8.571429e-01  9.993512e-01  3.529632e-04  2.958173e-04  3.575997e-04  9.906580e-01  8.984367e-03  2.911809e-04  8.989004e-03  9.907198e-01
1.093449e+01  -8.571429e-01  9.992439e-01  4.127598e-04  3.433813e-04  4.190231e-04  9.851186e-01  1.446242e-02  3.371180e-04  1.446868e-02  9.851942e-01
1.102943e+01  -8.571429e-01  9.991332e-01  4.745124e-04  3.923088e-04  4.825142e-04  9.783641e-01  2.115341e-02  3.843070e-04  2.116142e-02  9.784543e-01
1.112520e+01  -8.571429e-01  9.990201e-01  5.377162e-04  4.422139e-04  5.475481e-04  9.704435e-01  2.900891e-02  4.323821e-04  2.901874e-02  9.705489e-01
1.122180e+01  -8.571429e-01  9.989054e-01  6.019025e-04  4.927393e-04  6.136374e-04  9.614076e-01  3.797876e-02  4.810044e-04  3.799049e-02  9.615285e-01
1.131924e+01  -8.571429e-01  9.987898e-01  6.666375e-04  5.435550e-04  6.803313e-04  9.513083e-01  4.801140e-02  5.298612e-04  4.802509e-02  9.514450e-01
1.141752e+01  -8.571429e-01  9.986741e-01  7.315218e-04  5.943576e-04  7.472143e-04  9.401987e-01  5.905410e-02  5.786651e-04  5.906979e-02  9.403515e-01
1.151666e+01  -8.571429e-01  9.985589e-01  7.961891e-04  6.448694e-04  8.139052e-04  9.281329e-01  7.105322e-02  6.271533e-04  7.107094e-02  9.283019e-01
1.161666e+01  -8.571429e-01  9.984449e-01  8.603047e-04  6.948378e-04  8.800560e-04  9.151655e-01  8.395445e-02  6.750864e-04  8.397420e-02  9.153507e-01
1.171753e+01  -8.571429e-01  9.983324e-01  9.235647e-04  7.440334e-04  9.453504e-04  9.013516e-01  9.770304e-02  7.222478e-04  9.772482e-02  9.015529e-01
1.181927e+01  -8.571429e-01  9.982221e-01  9.856945e-04  7.922501e-04  1.009502e-03  8.867465e-01  1.122440e-01  7.684424e-04  1.122678e-01  8.869638e-01
1.192190e+01  -8.571429e-01  9.981142e-01  1.046448e-03  8.393031e-04  1.072255e-03  8.714055e-01  1.275222e-01  8.134957e-04  1.275481e-01  8.716385e-01
1.202542e+01  -8.571429e-01  9.980094e-01  1.105604e-03  8.850283e-04  1.133379e-03  8.553837e-01  1.434829e-01  8.572530e-04  1.435107e-01  8.556320e-01
1.212983e+01  -8.571429e-01  9.979077e-01  1.162969e-03  9.292812e-04  1.192672e-03  8.387358e-01  1.600715e-01  8.995780e-04  1.601012e-01  8.389992e-01
1.223516e+01  -8.571429e-01  9.978097e-01  1.218373e-03  9.719358e-04  1.249956e-03  8.215161e-01  1.772339e-01  9.403520e-04  1.772655e-01  8.217941e-01
1.234139e+01  -8.571429e-01  9.977155e-01  1.271666e-03  1.012883e-03  1.305077e-03  8.037782e-01  1.949167e-01  9.794729e-04  1.949501e-01  8.040704e-01
1.244855e+01  -8.571429e-01  9.976252e-01  1.322724e-03  1.052032e-03  1.357901e-03  7.855749e-01  2.130672e-01  1.016854e-03  2.131023e-01  7.858808e-01
1.255664e+01  -8.571429e-01  9.975393e-01  1.371439e-03  1.089304e-03  1.408319e-03  7.669581e-01  2.316336e-01  1.052424e-03  2.316704e-01  7.672771e-01
1.266567e+01  -8.571429e-01  9.974576e-01  1.417723e-03  1.124638e-03  1.456237e-03  7.479786e-01  2.505651e-01  1.086124e-03  2.506036e-01  7.483102e-01
1.277565e+01  -8.571429e-01  9.973805e-01  1.461507e-03  1.157984e-03  1.501582e-03  7.286862e-01  2.698122e-01  1.117909e-03  2.698523e-01  7.290298e-01
1.288658e+01  -8.571429e-01  9.973080e-01  1.502735e-03  1.189306e-03  1.544297e-03  7.091293e-01  2.893264e-01  1.147744e-03  2.893680e-01  7.094843e-01
1.299847e+01  -8.571429e-01  9.972401e-01  1.541371e-03  1.218577e-03  1.584340e-03  6.893551e-01  3.090605e-01  1.175608e-03  3.091035e-01  6.897209e-01
1.311134e+01  -8.571429e-01  9.971768e-01  1.577387e-03  1.245785e-03  1.621686e-03  6.694096e-01  3.289688e-01  1.201486e-03  3.290131e-01  6.697855e-01
1.322518e+01  -8.571429e-01  9.971183e-01  1.610773e-03  1.270923e-03  1.656320e-03  6.493369e-01  3.490068e-01  1.225376e-03  3.490523e-01  6.497223e-01
1.334002e+01  -8.571429e-01  9.970645e-01  1.641528e-03  1.293996e-03  1.688242e-03  6.291801e-01  3.691317e-01  1.247283e-03  3.691784e-01  6.295743e-01
1.345585e+01  -8.571429e-01  9.970153e-01  1.669663e-03  1.315016e-03  1.717461e-03  6.089805e-01  3.893020e-01  1.267218e-03  3.893498e-01  6.093829e-01
1.357269e+01  -8.571429e-01  9.969708e-01  1.695197e-03  1.334003e-03  1.743997e-03  5.887779e-01  4.094781e-01  1.285202e-03  4.095269e-01  5.891879e-01
1.369054e+01  -8.571429e-01  9.969309e-01  1.718160e-03  1.350982e-03  1.767881e-03  5.686105e-01  4.296216e-01  1.301261e-03  4.296714e-01  5.690274e-01
1.380941e+01  -8.571429e-01  9.968954e-01  1.738589e-03  1.365986e-03  1.789149e-03  5.485149e-01  4.496960e-01  1.315426e-03  4.497466e-01  5.489380e-01
1.392932e+01  -8.571429e-01  9.968644e-01  1.756528e-03  1.379052e-03  1.807847e-03  5.285259e-01  4.696662e-01  1.327733e-03  4.697175e-01  5.289547e-01
1.405027e+01  -8.571429e-01  9.968377e-01  1.772028e-03  1.390222e-03  1.824026e-03  5.086770e-01  4.894990e-01  1.338225e-03  4.895509e-01  5.091108e-01
1.417227e+01  -8.571429e-01  9.968153e-01  1.785145e-03  1.399544e-03  1.837744e-03  4.889998e-01  5.091625e-01  1.346945e-03  5.092151e-01  4.894380e-01
1.429532e+01  -8.571429e-01  9.967970e-01  1.795940e-03  1.407066e-03  1.849065e-03  4.695242e-01  5.286267e-01  1.353942e-03  5.286798e-01  4.699662e-01
1.441945e+01  -8.571429e-01  9.967827e-01  1.804479e-03  1.412842e-03  1.858054e-03  4.502788e-01  5.478632e-01  1.359267e-03  5.479168e-01  4.507240e-01
1.454465e+01  -8.571429e-01  9.967722e-01  1.810830e-03  1.416928e-03  1.864783e-03  4.312901e-01  5.668451e-01  1.362975e-03  5.668991e-01  4.317380e-01
1.467094e+01  -8.571429e-01  9.967656e-01  1.815066e-03  1.419381e-03  1.869326e-03  4.125834e-01  5.855472e-01  1.365120e-03  5.856015e-01  4.130334e-01
1.479833e+01  -8.571429e-01  9.967625e-01  1.817261e-03  1.420261e-03  1.871760e-03  3.941823e-01  6.039459e-01  1.365762e-03  6.040004e-01  3.946338e-01
1.492683e+01  -8.571429e-01  9.967629e-01  1.817491e-03  1.419629e-03  1.872163e-03  3.761087e-01  6.220191e-01  1.364957e-03  6.220738e-01  3.765613e-01
1.505643e+01  -8.571429e-01  9.967666e-01  1.815835e-03  1.417547e-03  1.870616e-03  3.583832e-01  6.397462e-01  1.362766e-03  6.398010e-01  3.588362e-01
1.518717e+01  -8.571429e-01  9.967735e-01  1.812372e-03  1.414078e-03  1.867200e-03  3.410246e-01  6.571082e-01  1.359250e-03  6.571630e-01  3.414777e-01
1.531904e+01  -8.571429e-01  9.967835e-01  1.807182e-03  1.409286e-03  1.861998e-03  3.240506e-01  6.740874e-01  1.354469e-03  6.741423e-01  3.245033e-01
1.545205e+01  -8.571429e-01  9.967964e-01  1.800345e-03  1.403232e-03  1.855093e-03  3.074771e-01  6.906678e-01  1.348484e-03  6.907226e-01  3.079289e-01
1.558622e+01  -8.571429e-01  9.968121e-01  1.791941e-03  1.395982e-03  1.846567e-03  2.913188e-01  7.068347e-01  1.341356e-03  7.068893e-01  2.917694e-01
